1,United States,https://en.wikipedia.org/wiki/United_States,254,11985
2,Donald Trump,https://en.wikipedia.org/wiki/Donald_Trump,243,15914
3,Elizabeth II,https://en.wikipedia.org/wiki/Elizabeth_II,198,8792
4,India,https://en.wikipedia.org/wiki/India,165,11015
5,Barack Obama,https://en.wikipedia.org/wiki/Barack_Obama,161,13017
6,Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,151,10913
7,World War II,https://en.wikipedia.org/wiki/World_War_II,145,13239
8,United Kingdom,https://en.wikipedia.org/wiki/United_Kingdom,144,14509
9,Michael Jackson,https://en.wikipedia.org/wiki/Michael_Jackson,142,13750
10,Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk,135,12167
12,Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga,129,10864
12,Adolf Hitler,https://en.wikipedia.org/wiki/Adolf_Hitler,129,12611
14,Eminem,https://en.wikipedia.org/wiki/Eminem,127,16086
15,Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi,125,10659
16,Game of Thrones,https://en.wikipedia.org/wiki/Game_of_Thrones,122,11376
17,World War I,https://en.wikipedia.org/wiki/World_War_I,121,13139
18,The Beatles,https://en.wikipedia.org/wiki/The_Beatles,116,15410
19,Justin Bieber,https://en.wikipedia.org/wiki/Justin_Bieber,114,13587
20,Canada,https://en.wikipedia.org/wiki/Canada,113,10020
20,Freddie Mercury,https://en.wikipedia.org/wiki/Freddie_Mercury,113,9683
22,Kim Kardashian,https://en.wikipedia.org/wiki/Kim_Kardashian,111,5908
23,Johnny Depp,https://en.wikipedia.org/wiki/Johnny_Depp,109,10625
24,Steve Jobs,https://en.wikipedia.org/wiki/Steve_Jobs,108,12454
24,Dwayne Johnson,https://en.wikipedia.org/wiki/Dwayne_Johnson,108,10889
26,Michael Jordan,https://en.wikipedia.org/wiki/Michael_Jordan,107,10098
26,Australia,https://en.wikipedia.org/wiki/Australia,107,9398
28,List of presidents of the United States,https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States,104,418
29,The Big Bang Theory,https://en.wikipedia.org/wiki/The_Big_Bang_Theory,103,6715
30,Taylor Swift,https://en.wikipedia.org/wiki/Taylor_Swift,102,9700
31,Stephen Hawking,https://en.wikipedia.org/wiki/Stephen_Hawking,101,9186
31,List of highest-grossing films,https://en.wikipedia.org/wiki/List_of_highest-grossing_films,101,5581
33,China,https://en.wikipedia.org/wiki/China,100,13759
34,Russia,https://en.wikipedia.org/wiki/Russia,96,13368
34,New York City,https://en.wikipedia.org/wiki/New_York_City,96,14795
34,Japan,https://en.wikipedia.org/wiki/Japan,96,7927
34,Kanye West,https://en.wikipedia.org/wiki/Kanye_West,96,9735
38,List of Marvel Cinematic Universe films,https://en.wikipedia.org/wiki/List_of_Marvel_Cinematic_Universe_films,95,4440
38,Abraham Lincoln,https://en.wikipedia.org/wiki/Abraham_Lincoln,95,14703
40,LeBron James,https://en.wikipedia.org/wiki/LeBron_James,94,15150
40,Charles III,https://en.wikipedia.org/wiki/Charles_III,94,9197
40,Darth Vader,https://en.wikipedia.org/wiki/Darth_Vader,94,6264
40,Star Wars,https://en.wikipedia.org/wiki/Star_Wars,94,6684
40,Miley Cyrus,https://en.wikipedia.org/wiki/Miley_Cyrus,94,11444
40,Germany,https://en.wikipedia.org/wiki/Germany,94,8469
40,September 11 attacks,https://en.wikipedia.org/wiki/September_11_attacks,94,14843
47,Leonardo DiCaprio,https://en.wikipedia.org/wiki/Leonardo_DiCaprio,93,8576
48,Kobe Bryant,https://en.wikipedia.org/wiki/Kobe_Bryant,92,14831
48,Selena Gomez,https://en.wikipedia.org/wiki/Selena_Gomez,92,12272
50,Joe Biden,https://en.wikipedia.org/wiki/Joe_Biden,91,13786
50,Tom Cruise,https://en.wikipedia.org/wiki/Tom_Cruise,91,5458
50,Rihanna,https://en.wikipedia.org/wiki/Rihanna,91,10756
